id_respuesta,Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Cuál es su título en la empresa?,¿Se considera usted fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingeniería?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,¿En qué otros lenguajes de programación ocupa su tiempo laboral?,Tipo de relación laboral,Su modo de trabajo es: (ignorando el cambio por covid-19),Usted prefiere:,¿Tiene titulo universitario o técnico?,¿Estudió alguna carrera de PRE-grado relacionada a ingeniería de sistemas?,¿Estudió alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿Ha estudiado en algún bootcamp de programación?,"¿Si ha estudiado en un bootcamp de programación, en cuál? (ingrese el url del bootcamp)",¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,"¿Usando la moneda de la respuesta anterior, cuánto es su remuneración ANUAL base?  eg 36,000,000 si es pesos o 3,600 si es dólares",¿Cuánto es su remuneración ANUAL adicional (usando la moneda que respondio anteriormente)?,¿Cuánto era la remuneración base ANUAL de su trabajo/rol anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,¿Tiene acciones (opciones/stock options/rsus) o dividendos de su empresa como parte de su compensación?,"¿Si tiene acciones, cuántas tiene en total?","¿Si tiene acciones, cuál es el precio de emisión por acción en USD? (use $3,750 como tasa de cambio si es necesario)",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿En qué sitio web busca oportunidades laborales principalmente?,¿En que ciudad de Colombia vive?,¿Cuál es su país de procedencia?,¿En qué año nació?,¿Cuantos hijos tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantas horas trabaja por semana?,titulo_en_empresa_v2,tipo_relacion_laboral_v2,url_bootcamp_v2,precio_emision_accion_v2,acciones_total_v2,ingresos_freelance_ultimo_anio_v2,sitio_buscar_trabajo_v2,ciudad_v2,pais_v2,anio_nacimiento_v2,horas_trabajo_semana_v2,remuneracion_anual_v2,remuneracion_mensual_usd
1074,7/3/2020 17:10:31,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,Desarrollador,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,JavaScript,"C#, Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,Sí,NULL,básico (puede leer documentación y código en inglés),pesos,34800000,0,2600000,mi empleador,mi empleador,no,NULL,NULL,si,1000000,si,NULL,Medellín,Colombia,1995,0,ella (tradicionalmente se identifica como mujer),no,49,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Medellín,Colombia,[21-25],[40-49],9280,773
1075,7/3/2020 17:12:07,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,Analista de desarrollo,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,50000000,0,4000000,yo,mi empleador,no,NULL,NULL,no,0,si,https://www.google.com/url?q=http://linkedin.com&sa=D&ust=1593814051606000&usg=AFQjCNH54kP_5tKVg2DTI3DUMVtCqfIJSg,Medellin,Colombia,1995,0,él (tradicionalmente se identifica como hombre),no,35,Analista,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[21-25],[30-39],13333,1111
1076,7/3/2020 17:14:56,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,[redactado],no,80 - 90%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,5 - 10 años,10 - 15 años,Java,"C#, JavaScript, PHP, Python, SQL, TypeScript, Visual Basic .NET",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,Sí,https://platzi.com,básico (puede leer documentación y código en inglés),pesos,30000000,12000000,1200000,mi empleador,mi empleador,no,NULL,NULL,si,32000000,no,https://linkedin.com,Barranquilla,Colombia,1994,1,él (tradicionalmente se identifica como hombre),no,40,Developer,término indefinido,platzi.com,NULL,NULL,[1k-10k],LinkedIn.com,Barranquilla,Colombia,[26-30],[40-49],8000,666
1077,7/3/2020 17:15:49,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Staff Engineer,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,0 - 10%,menos de 1 año,más de 15 años,JavaScript,"Java, Jsonnet, Python, Shell, TypeScript",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,240000000,9000000,96000000,mi empleador,mi empleador,si - stock options,2000,NULL,no,0,si,http://colombia-dev.slack.com,Medellín,Colombia,1979,2,él (tradicionalmente se identifica como hombre),no,40,Staff Engineer,término indefinido,NULL,NULL,[1k-10k],[0-1000],Colombia-dev.slack.com,Medellín,Colombia,[41-45],[40-49],64000,5333
1078,7/3/2020 17:17:53,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,Technical lead,no,60 - 70%,30 - 40%,30 - 40%,10 - 20%,5 - 10 años,5 - 10 años,PHP,"JavaScript, Python, SQL",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),dólares,24000,2000,0,yo,yo,no,NULL,NULL,no,0,si,NULL,Santiago de Cali,Colombia,1993,0,él (tradicionalmente se identifica como hombre),no,40,Lead,Contratista,NULL,NULL,NULL,[0-1000],NULL,Cali,Colombia,[26-30],[40-49],24000,2000
1079,7/3/2020 17:24:05,empresa Colombiana con mercado global,otro,2 - 5,Web developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,2+ años,JavaScript,TypeScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,26400000,0,13200000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,Medellín,Colombia,1996,0,ella (tradicionalmente se identifica como mujer),no,45,Web developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[21-25],[40-49],7040,586
1080,7/3/2020 17:24:55,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Java developer,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,"JavaScript, PowerShell, Puppet, SQL, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,78000000,6500000,54000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Medellín,Colombia,1990,1,él (tradicionalmente se identifica como hombre),no,45,Backend Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[26-30],[40-49],20800,1733
1081,7/3/2020 17:25:52,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",menos de 1,Desarrollador Front End,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,JavaScript,Ruby,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,técnico,si,no,si,"técnico, tecnología, bachiller técnico",No,NULL,básico (puede leer documentación y código en inglés),pesos,15600000,1000000,0,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,Sabaneta,Venezuela,1998,1,él (tradicionalmente se identifica como hombre),no,46,Frontend Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Sabaneta,Venezuela,[21-25],[40-49],4160,346
1082,7/3/2020 17:27:12,empresa extranjera,otro,más de 10,SOFTWARE ENGINEER,no,0 - 10%,90 - 100%,90 - 100%,0 - 10%,5 - 10 años,10 - 15 años,COBOL,"Java, Python",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,105000000,10000000,60000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Bogota,Colombia,1986,0,él (tradicionalmente se identifica como hombre),no,40,SOFTWARE ENGINEER,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[31-35],[40-49],28000,2333
1083,7/3/2020 17:30:35,empresa Colombiana con mercado latinoamericano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Desarrollador de software,no,90 - 100%,0 - 10%,20 - 30%,30 - 40%,5 - 10 años,5 - 10 años,SQL,"C#, JavaScript, Python, TSQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,60000000,5000000,1500000,mi empleador,mi empleador,no,NULL,NULL,si,2000000,si,NULL,Bogotá,Colombia,1992,0,él (tradicionalmente se identifica como hombre),no,48,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[26-30],[40-49],16000,1333
1084,7/3/2020 17:30:41,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Analista BI,no,60 - 70%,20 - 30%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,SQL,"PHP, Python",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,Sí,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,54000000,0,0,mi empleador,mi empleador,si - stock options,NULL,NULL,si,0,no,NULL,bogota,Colombia,1990,0,él (tradicionalmente se identifica como hombre),no,48,Analista,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[26-30],[40-49],14400,1200
1085,7/3/2020 17:30:44,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Científico computacional,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Python,JavaScript,contrato a termino fijo,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,37740000,0,0,yo,yo,no,NULL,NULL,no,0,si,NULL,Bogotá,Colombia,1997,0,él (tradicionalmente se identifica como hombre),no,20,Científico computacional,término fijo,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[21-25],[20-29],10064,838
1086,7/3/2020 17:31:55,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,1,NULL,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Java,JavaScript,contrato a termino fijo,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,NULL,ninguno,pesos,28000000,2000000,0,mi empleador,mi empleador,si - dividendos,NULL,NULL,no,0,si,http://linkedin.com,caucasia,Colombia,1994,0,él (tradicionalmente se identifica como hombre),Rom,45,Developer,término fijo,NULL,NULL,NULL,[0-1000],LinkedIn.com,caucasia,Colombia,[26-30],[40-49],7466,622
1087,7/3/2020 17:34:29,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Frontend Engineer,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,JavaScript,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,74400000,0,45600000,mi empleador,yo,no,NULL,NULL,no,0,no,http://colombia-dev.slack.com,Sabaneta,Venezuela,1992,0,él (tradicionalmente se identifica como hombre),no,45,Frontend Developer,término indefinido,NULL,NULL,NULL,[0-1000],Colombia-dev.slack.com,Sabaneta,Venezuela,[26-30],[40-49],19840,1653
1088,7/3/2020 18:06:54,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,NULL,no,90 - 100%,0 - 10%,90 - 100%,0 - 10%,más de 15 años,más de 15 años,SQL,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,maestria,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,144000000,0,0,yo,mi empleador,no,NULL,NULL,no,0,si,NULL,Bogotá,Colombia,1976,1,él (tradicionalmente se identifica como hombre),no,48,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[41-45],[40-49],38400,3200
1089,7/3/2020 18:09:51,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,Ingeniero de analítica,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Python,Go,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,Sí,https://www.coursera.com,nativo,pesos,40000000,0,45000000,mi empleador,mi empleador,no,NULL,NULL,si,8000000,no,https://Linkedin.com,Bogota,Colombia,1990,0,él (tradicionalmente se identifica como hombre),no,45,Ingeniero de analítica,término indefinido,coursera.com,NULL,NULL,[1k-10k],LinkedIn.com,Bogotá,Colombia,[26-30],[40-49],10666,888
1090,7/3/2020 18:19:20,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,[redactado],no,50 - 60%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2+ años,3 - 5 años,Python,SQL,contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,no,no,si,post-doctorado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,120000000,0,200000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Medellín,Colombia,1986,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término fijo,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[31-35],[40-49],32000,2666
1091,7/3/2020 18:33:13,empresa Colombiana con mercado EEUU,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,FullStack Developer,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,2+ años,JavaScript,JavaScript,contrato a termino fijo con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,48000000,12000000,45000000,yo,yo,no,NULL,NULL,no,0,si,http://linkedin.com,Medellin,Venezuela,1994,0,él (tradicionalmente se identifica como hombre),Venezolano,40,FullStack Developer,término fijo,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Venezuela,[26-30],[40-49],12800,1066
1092,7/3/2020 18:36:39,soy independiente (freelance),soy independiente,1,ima,si,40 - 50%,30 - 40%,10 - 20%,10 - 20%,3 - 5 años,3 - 5 años,PHP,SQL,contratista internacional,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo en oficina,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,10000000,0,8000000,no tengo,no tengo,no,NULL,NULL,si,4000000,no,https://co.indeed.com/?r=us,Cali,Colombia,1982,1,él (tradicionalmente se identifica como hombre),no,8,ima,Contratista,NULL,NULL,NULL,[1k-10k],Indeed.com,Cali,Colombia,[36-40],[<20],2666,222
1093,7/3/2020 18:43:17,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,NULL,no,30 - 40%,0 - 10%,no tengo responsabilidades de liderazgo técnico,20 - 30%,3 - 5 años,3 - 5 años,Python,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,maestria,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,78000000,7000000,33000000,no tengo,mi empleador,no,NULL,NULL,no,0,si,NULL,Bogota,Colombia,1990,0,él (tradicionalmente se identifica como hombre),no,60,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[26-30],[>60],20800,1733
1094,7/3/2020 18:47:50,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,[redactado],no,10 - 20%,20 - 30%,70 - 80%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Shell,"Java, JavaScript, Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,52400000,17000000,45000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Medellín,Colombia,1993,0,él (tradicionalmente se identifica como hombre),no,48,Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[26-30],[40-49],13973,1164
1095,7/3/2020 18:48:08,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Desarrollador de aplicaciones,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2+ años,2+ años,JavaScript,"Java, ESQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,NULL,básico (puede leer documentación y código en inglés),pesos,30924000,1000000,0,mi empleador,mi empleador,no,NULL,NULL,no,0,no,NULL,Medellín,Colombia,1997,0,él (tradicionalmente se identifica como hombre),no,40,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Medellín,Colombia,[21-25],[40-49],8246,687
1096,7/3/2020 18:49:30,empresa extranjera,otro,2 - 5,software developer,no,30 - 40%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,1+ año,JavaScript,TypeScript,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,técnico,no,no,no,"técnico, tecnología, bachiller técnico",No,https://www.freecodecamp.org/,básico (puede leer documentación y código en inglés),dólares,4800,0,0,yo,yo,no,0,0,no,0,no,http://colombia-dev.slack.com,Bogota,Colombia,1997,0,él (tradicionalmente se identifica como hombre),no,35,Developer,Contratista,Freecodecamp.org,[0-10],[0-1000],[0-1000],Colombia-dev.slack.com,Bogotá,Colombia,[21-25],[30-39],4800,400
1097,7/3/2020 18:52:06,empresa Colombiana con mercado latinoamericano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Android Developer,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Kotlin,"Dart, JavaScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,estoy estudiando,si,no,si,"técnico, tecnología, bachiller técnico",Sí,https://codelabs.developers.google.com/,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,60000000,2500000,1500000,mi empleador,mi empleador,si - stock options,NULL,NULL,si,5000000,si,http://linkedin.com,Bogotá,Colombia,1997,0,él (tradicionalmente se identifica como hombre),no,40,Android developer,término indefinido,https://codelabs.developers.google.com/,NULL,NULL,[1k-10k],LinkedIn.com,Bogotá,Colombia,[21-25],[40-49],16000,1333
